№ Тиражей;№Поз 1;№Поз 2;№Поз 3;№Поз 4;№Поз 5;№Поз 6;№Поз 7;№Поз 8;№Поз 9;№Поз 10;№Поз 11;№Поз 12;№Поз 13;№Поз 14;№Поз 15;№Поз 16;№Поз 17;№Поз 18;№Поз 19;№Поз 20
11_20;2,50000000;5,00000000;1,66666667;5,00000000;5,00000000;2,00000000;5,00000000;3,33333333;2,50000000;2,50000000;2,50000000;2,00000000;3,33333333;2,00000000;2,50000000;2,00000000;2,50000000;2,50000000;3,33333333;1,66666667
12_21;2,50000000;2,50000000;2,00000000;2,00000000;3,33333333;5,00000000;2,00000000;2,50000000;5,00000000;3,33333333;1,66666667;10,00000000;5,00000000;2,50000000;5,00000000;2,50000000;2,00000000;2,00000000;2,00000000;2,50000000
13_22;5,00000000;2,50000000;1,42857143;2,00000000;2,50000000;2,00000000;2,00000000;5,00000000;5,00000000;10,00000000;5,00000000;2,50000000;2,00000000;2,00000000;3,33333333;2,50000000;10,00000000;5,00000000;5,00000000;3,33333333
14_23;2,00000000;2,50000000;2,50000000;2,00000000;2,50000000;2,50000000;2,50000000;5,00000000;2,50000000;2,00000000;5,00000000;3,33333333;2,50000000;1,66666667;2,50000000;10,00000000;2,50000000;5,00000000;1,66666667;2,50000000
15_24;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;5,00000000;2,50000000;2,00000000;2,50000000;1,66666667;3,33333333;2,50000000;2,00000000;5,00000000;2,00000000;2,50000000;3,33333333;3,33333333;5,00000000;5,00000000
16_25;5,00000000;5,00000000;2,00000000;5,00000000;3,33333333;2,50000000;1,66666667;3,33333333;2,50000000;2,00000000;2,00000000;3,33333333;2,50000000;3,33333333;5,00000000;1,66666667;-;1,66666667;2,50000000;5,00000000
17_26;1,42857143;5,00000000;1,66666667;2,00000000;3,33333333;5,00000000;1,42857143;3,33333333;5,00000000;5,00000000;2,50000000;3,33333333;2,00000000;5,00000000;1,66666667;5,00000000;2,50000000;2,00000000;1,66666667;5,00000000
18_27;2,00000000;3,33333333;1,66666667;2,00000000;2,50000000;2,00000000;2,00000000;5,00000000;5,00000000;3,33333333;5,00000000;2,00000000;3,33333333;2,50000000;2,50000000;5,00000000;2,00000000;2,50000000;5,00000000;1,66666667
19_28;1,42857143;3,33333333;2,50000000;3,33333333;5,00000000;2,50000000;3,33333333;1,66666667;2,50000000;3,33333333;3,33333333;5,00000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;3,33333333;10,00000000;5,00000000
20_29;2,50000000;3,33333333;1,66666667;3,33333333;3,33333333;3,33333333;2,50000000;1,66666667;1,66666667;3,33333333;2,50000000;5,00000000;1,66666667;5,00000000;2,00000000;10,00000000;10,00000000;2,50000000;10,00000000;2,50000000
21_30;3,33333333;2,50000000;2,50000000;3,33333333;2,50000000;5,00000000;3,33333333;2,00000000;10,00000000;5,00000000;2,00000000;2,50000000;2,50000000;3,33333333;2,00000000;1,66666667;2,00000000;3,33333333;5,00000000;2,50000000
22_31;5,00000000;1,66666667;3,33333333;2,00000000;2,50000000;3,33333333;3,33333333;2,50000000;3,33333333;3,33333333;3,33333333;5,00000000;3,33333333;1,66666667;3,33333333;5,00000000;5,00000000;2,50000000;2,50000000;3,33333333
23_32;3,33333333;3,33333333;1,66666667;2,50000000;5,00000000;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;5,00000000;3,33333333;2,50000000;2,50000000;1,42857143;3,33333333;10,00000000;3,33333333;3,33333333
24_33;2,50000000;5,00000000;1,42857143;1,42857143;1,66666667;1,66666667;1,66666667;3,33333333;1,66666667;2,50000000;5,00000000;2,00000000;2,50000000;2,50000000;5,00000000;5,00000000;5,00000000;2,50000000;2,50000000;5,00000000
25_34;5,00000000;5,00000000;3,33333333;2,50000000;2,50000000;5,00000000;2,00000000;2,00000000;3,33333333;1,66666667;3,33333333;2,50000000;5,00000000;5,00000000;5,00000000;3,33333333;5,00000000;2,50000000;1,42857143;2,50000000
26_35;2,50000000;5,00000000;2,50000000;5,00000000;1,66666667;1,66666667;1,66666667;3,33333333;2,00000000;5,00000000;1,66666667;3,33333333;2,50000000;3,33333333;3,33333333;3,33333333;2,50000000;10,00000000;2,50000000;2,50000000
27_36;5,00000000;2,50000000;1,66666667;3,33333333;1,66666667;1,25000000;2,50000000;3,33333333;3,33333333;1,66666667;3,33333333;1,66666667;1,66666667;1,66666667;2,00000000;10,00000000;3,33333333;3,33333333;3,33333333;10,00000000
28_37;1,42857143;1,42857143;1,42857143;3,33333333;2,00000000;3,33333333;2,00000000;3,33333333;3,33333333;1,42857143;3,33333333;2,00000000;3,33333333;3,33333333;3,33333333;10,00000000;5,00000000;2,00000000;3,33333333;5,00000000
29_38;2,00000000;3,33333333;2,00000000;5,00000000;2,00000000;2,00000000;3,33333333;1,66666667;3,33333333;5,00000000;3,33333333;3,33333333;5,00000000;1,42857143;5,00000000;1,66666667;-;1,66666667;2,50000000;10,00000000
30_39;2,00000000;1,66666667;2,00000000;2,50000000;10,00000000;5,00000000;5,00000000;2,50000000;2,00000000;1,42857143;5,00000000;5,00000000;5,00000000;5,00000000;2,00000000;5,00000000;5,00000000;5,00000000;5,00000000;5,00000000
31_40;3,33333333;2,00000000;2,00000000;5,00000000;2,50000000;3,33333333;1,66666667;2,50000000;3,33333333;3,33333333;3,33333333;2,00000000;3,33333333;5,00000000;2,00000000;2,00000000;2,50000000;2,50000000;2,50000000;2,00000000
32_41;3,33333333;2,50000000;2,00000000;3,33333333;2,50000000;2,00000000;2,00000000;2,50000000;2,50000000;2,00000000;2,00000000;2,50000000;2,50000000;3,33333333;2,50000000;10,00000000;3,33333333;2,00000000;5,00000000;5,00000000
33_42;3,33333333;2,00000000;3,33333333;2,00000000;2,50000000;5,00000000;2,50000000;1,25000000;2,50000000;2,50000000;2,50000000;2,00000000;2,50000000;2,00000000;2,00000000;3,33333333;1,25000000;3,33333333;3,33333333;2,00000000
34_43;5,00000000;2,00000000;3,33333333;2,50000000;2,00000000;3,33333333;3,33333333;3,33333333;10,00000000;3,33333333;2,50000000;10,00000000;3,33333333;2,50000000;10,00000000;3,33333333;2,50000000;2,00000000;3,33333333;3,33333333
35_44;2,50000000;3,33333333;1,66666667;2,50000000;2,50000000;10,00000000;1,42857143;3,33333333;5,00000000;2,50000000;2,00000000;3,33333333;3,33333333;3,33333333;2,50000000;2,50000000;2,00000000;1,66666667;5,00000000;5,00000000
36_45;2,50000000;1,66666667;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;1,66666667;2,00000000;2,50000000;2,50000000;5,00000000;5,00000000;2,50000000;1,66666667;3,33333333;2,00000000;10,00000000;2,50000000;5,00000000
37_46;1,66666667;2,00000000;2,50000000;2,50000000;2,00000000;3,33333333;2,50000000;5,00000000;3,33333333;2,00000000;2,00000000;1,66666667;5,00000000;2,00000000;10,00000000;5,00000000;2,50000000;3,33333333;2,00000000;2,00000000
38_47;1,66666667;1,66666667;2,00000000;3,33333333;3,33333333;1,66666667;3,33333333;3,33333333;2,00000000;3,33333333;5,00000000;2,00000000;3,33333333;5,00000000;3,33333333;-;2,00000000;2,00000000;2,00000000;2,50000000
39_48;2,50000000;3,33333333;2,00000000;2,00000000;10,00000000;5,00000000;3,33333333;2,50000000;2,00000000;3,33333333;10,00000000;3,33333333;5,00000000;2,50000000;2,50000000;5,00000000;-;3,33333333;2,00000000;10,00000000
40_49;1,66666667;5,00000000;2,00000000;3,33333333;2,00000000;2,00000000;1,66666667;1,66666667;2,50000000;2,50000000;2,00000000;2,50000000;1,66666667;5,00000000;2,50000000;3,33333333;5,00000000;3,33333333;2,00000000;10,00000000
41_50;2,00000000;2,00000000;2,50000000;5,00000000;3,33333333;3,33333333;2,00000000;2,50000000;10,00000000;2,50000000;2,50000000;3,33333333;2,50000000;3,33333333;5,00000000;2,00000000;10,00000000;3,33333333;1,66666667;5,00000000
42_51;5,00000000;2,00000000;5,00000000;1,42857143;1,42857143;2,00000000;1,42857143;1,66666667;2,50000000;5,00000000;3,33333333;5,00000000;2,50000000;5,00000000;2,00000000;1,66666667;5,00000000;2,50000000;-;2,00000000
43_52;1,42857143;3,33333333;5,00000000;1,66666667;2,00000000;1,42857143;1,42857143;2,50000000;10,00000000;2,00000000;3,33333333;2,00000000;3,33333333;2,50000000;3,33333333;2,00000000;5,00000000;2,00000000;2,50000000;2,00000000
44_53;2,00000000;2,50000000;3,33333333;2,00000000;3,33333333;2,00000000;1,42857143;3,33333333;2,50000000;2,50000000;2,00000000;3,33333333;2,00000000;2,50000000;2,00000000;3,33333333;2,00000000;5,00000000;3,33333333;3,33333333
45_54;1,42857143;5,00000000;2,50000000;2,50000000;3,33333333;1,66666667;2,50000000;5,00000000;10,00000000;2,50000000;3,33333333;5,00000000;3,33333333;5,00000000;3,33333333;10,00000000;3,33333333;1,66666667;10,00000000;2,00000000
46_55;2,00000000;3,33333333;3,33333333;2,00000000;3,33333333;3,33333333;3,33333333;5,00000000;3,33333333;5,00000000;3,33333333;10,00000000;3,33333333;3,33333333;3,33333333;1,66666667;3,33333333;3,33333333;3,33333333;3,33333333
47_56;3,33333333;1,66666667;3,33333333;2,50000000;2,50000000;1,42857143;2,00000000;1,66666667;1,66666667;5,00000000;3,33333333;3,33333333;3,33333333;-;3,33333333;1,66666667;1,66666667;10,00000000;2,00000000;2,50000000
48_57;5,00000000;2,50000000;2,50000000;3,33333333;2,50000000;3,33333333;2,00000000;3,33333333;2,00000000;1,42857143;2,50000000;2,00000000;3,33333333;5,00000000;2,50000000;5,00000000;3,33333333;10,00000000;2,50000000;3,33333333
49_58;2,50000000;3,33333333;2,50000000;3,33333333;1,42857143;3,33333333;2,50000000;5,00000000;2,50000000;5,00000000;3,33333333;10,00000000;2,50000000;3,33333333;5,00000000;2,50000000;5,00000000;10,00000000;1,66666667;2,50000000
50_59;2,50000000;2,00000000;5,00000000;2,50000000;2,50000000;3,33333333;3,33333333;2,50000000;10,00000000;3,33333333;5,00000000;5,00000000;5,00000000;3,33333333;1,42857143;2,50000000;2,50000000;5,00000000;5,00000000;3,33333333
51_60;1,42857143;2,00000000;5,00000000;2,50000000;2,50000000;10,00000000;10,00000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;3,33333333;3,33333333;2,50000000;2,50000000;2,50000000;5,00000000;2,50000000;2,50000000
52_61;2,00000000;2,50000000;3,33333333;10,00000000;2,00000000;1,66666667;3,33333333;3,33333333;3,33333333;2,50000000;10,00000000;3,33333333;3,33333333;5,00000000;3,33333333;1,66666667;2,00000000;2,50000000;2,00000000;5,00000000
53_62;2,50000000;2,50000000;3,33333333;3,33333333;2,00000000;2,00000000;3,33333333;2,50000000;2,00000000;2,00000000;5,00000000;2,00000000;2,50000000;1,66666667;2,50000000;10,00000000;10,00000000;5,00000000;3,33333333;2,00000000
54_63;2,00000000;3,33333333;2,00000000;2,00000000;5,00000000;1,42857143;10,00000000;3,33333333;3,33333333;2,00000000;3,33333333;2,00000000;5,00000000;3,33333333;2,50000000;10,00000000;5,00000000;3,33333333;3,33333333;1,66666667
55_64;2,50000000;2,50000000;3,33333333;5,00000000;1,42857143;5,00000000;2,00000000;2,00000000;1,42857143;2,00000000;10,00000000;3,33333333;5,00000000;3,33333333;2,50000000;2,00000000;1,66666667;2,50000000;3,33333333;10,00000000
56_65;2,00000000;2,50000000;2,00000000;2,00000000;3,33333333;5,00000000;1,66666667;2,00000000;5,00000000;2,50000000;10,00000000;1,66666667;5,00000000;3,33333333;3,33333333;10,00000000;2,50000000;3,33333333;2,00000000;3,33333333
57_66;3,33333333;1,66666667;1,66666667;3,33333333;2,50000000;1,66666667;5,00000000;5,00000000;2,00000000;2,50000000;2,50000000;1,66666667;1,66666667;3,33333333;2,00000000;2,50000000;10,00000000;1,66666667;2,00000000;5,00000000
58_67;2,50000000;3,33333333;1,66666667;3,33333333;3,33333333;2,00000000;2,50000000;5,00000000;2,00000000;5,00000000;2,50000000;2,00000000;5,00000000;-;5,00000000;3,33333333;1,42857143;2,00000000;3,33333333;3,33333333
59_68;3,33333333;1,42857143;2,50000000;2,50000000;3,33333333;3,33333333;2,50000000;2,50000000;2,00000000;2,50000000;-;2,50000000;3,33333333;5,00000000;2,50000000;2,50000000;2,50000000;10,00000000;3,33333333;2,50000000
60_69;2,50000000;1,66666667;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;1,42857143;2,50000000;3,33333333;3,33333333;2,00000000;10,00000000;10,00000000;3,33333333;3,33333333;10,00000000;3,33333333;2,50000000;10,00000000
61_70;1,66666667;1,42857143;2,50000000;2,50000000;2,50000000;1,66666667;3,33333333;2,50000000;2,00000000;2,00000000;3,33333333;2,00000000;3,33333333;3,33333333;2,50000000;2,50000000;5,00000000;2,00000000;3,33333333;-
62_71;5,00000000;1,66666667;1,66666667;10,00000000;1,42857143;2,00000000;1,66666667;3,33333333;1,42857143;3,33333333;3,33333333;3,33333333;2,50000000;3,33333333;2,50000000;2,50000000;2,50000000;5,00000000;3,33333333;3,33333333
63_72;2,00000000;2,00000000;1,66666667;3,33333333;2,00000000;5,00000000;3,33333333;2,50000000;1,66666667;2,50000000;3,33333333;2,00000000;2,00000000;2,50000000;5,00000000;2,50000000;10,00000000;2,50000000;-;3,33333333
64_73;2,50000000;3,33333333;2,50000000;3,33333333;2,50000000;3,33333333;2,00000000;2,50000000;1,66666667;2,50000000;2,50000000;2,50000000;3,33333333;1,66666667;-;3,33333333;1,66666667;3,33333333;3,33333333;5,00000000
65_74;3,33333333;2,50000000;2,00000000;3,33333333;5,00000000;1,66666667;1,66666667;2,00000000;1,66666667;5,00000000;3,33333333;1,66666667;2,50000000;2,50000000;3,33333333;5,00000000;1,66666667;2,00000000;5,00000000;5,00000000
66_75;2,00000000;1,66666667;1,66666667;3,33333333;2,00000000;2,00000000;2,50000000;3,33333333;3,33333333;5,00000000;5,00000000;2,00000000;3,33333333;5,00000000;1,66666667;5,00000000;2,50000000;5,00000000;3,33333333;2,50000000
67_76;3,33333333;1,66666667;2,00000000;2,00000000;3,33333333;1,66666667;3,33333333;1,66666667;1,66666667;2,50000000;3,33333333;2,50000000;5,00000000;2,50000000;1,66666667;2,50000000;2,50000000;3,33333333;2,50000000;5,00000000
68_77;2,00000000;2,00000000;2,00000000;2,00000000;3,33333333;3,33333333;1,66666667;2,00000000;2,00000000;1,66666667;2,00000000;3,33333333;3,33333333;1,66666667;2,50000000;3,33333333;-;3,33333333;2,50000000;5,00000000
69_78;2,50000000;2,50000000;3,33333333;3,33333333;3,33333333;3,33333333;5,00000000;3,33333333;2,00000000;2,50000000;3,33333333;2,50000000;10,00000000;10,00000000;10,00000000;3,33333333;1,42857143;3,33333333;10,00000000;3,33333333
70_79;2,50000000;10,00000000;3,33333333;1,66666667;2,50000000;5,00000000;3,33333333;2,50000000;2,50000000;1,66666667;3,33333333;10,00000000;3,33333333;3,33333333;10,00000000;10,00000000;5,00000000;5,00000000;1,66666667;1,66666667
71_80;2,50000000;3,33333333;5,00000000;3,33333333;1,42857143;10,00000000;2,00000000;2,50000000;1,66666667;5,00000000;10,00000000;5,00000000;5,00000000;5,00000000;2,00000000;5,00000000;2,50000000;3,33333333;5,00000000;3,33333333
72_81;3,33333333;2,50000000;1,42857143;2,50000000;2,50000000;3,33333333;2,50000000;5,00000000;3,33333333;2,50000000;5,00000000;3,33333333;2,50000000;3,33333333;1,66666667;3,33333333;2,50000000;10,00000000;3,33333333;1,66666667
73_82;2,50000000;2,00000000;5,00000000;2,50000000;1,66666667;1,66666667;2,50000000;1,42857143;5,00000000;5,00000000;3,33333333;3,33333333;2,50000000;10,00000000;2,50000000;2,50000000;1,42857143;3,33333333;5,00000000;5,00000000
74_83;1,66666667;2,50000000;5,00000000;2,50000000;1,66666667;2,50000000;2,00000000;1,66666667;1,66666667;1,66666667;2,00000000;2,50000000;10,00000000;5,00000000;1,25000000;2,50000000;5,00000000;5,00000000;5,00000000;2,00000000
75_84;5,00000000;1,66666667;1,42857143;5,00000000;3,33333333;3,33333333;2,50000000;5,00000000;3,33333333;2,50000000;2,00000000;2,00000000;5,00000000;2,50000000;5,00000000;5,00000000;5,00000000;2,00000000;1,66666667;3,33333333
76_85;1,42857143;1,66666667;3,33333333;2,50000000;5,00000000;3,33333333;2,50000000;1,66666667;3,33333333;1,66666667;2,00000000;2,00000000;3,33333333;2,00000000;3,33333333;3,33333333;5,00000000;2,50000000;10,00000000;2,00000000
77_86;2,50000000;2,00000000;2,00000000;2,00000000;2,00000000;2,00000000;2,50000000;1,66666667;2,50000000;2,50000000;3,33333333;2,00000000;1,66666667;2,50000000;10,00000000;3,33333333;5,00000000;3,33333333;3,33333333;3,33333333
78_87;5,00000000;1,42857143;1,42857143;1,66666667;1,66666667;2,50000000;3,33333333;5,00000000;2,50000000;2,50000000;5,00000000;2,00000000;3,33333333;3,33333333;2,50000000;5,00000000;2,50000000;5,00000000;3,33333333;2,50000000
79_88;2,50000000;2,00000000;1,66666667;2,50000000;2,50000000;3,33333333;1,66666667;2,00000000;2,00000000;5,00000000;5,00000000;3,33333333;2,50000000;1,42857143;3,33333333;2,50000000;2,50000000;2,50000000;5,00000000;2,00000000
80_89;3,33333333;1,25000000;5,00000000;2,50000000;3,33333333;2,50000000;2,00000000;1,25000000;2,50000000;2,50000000;2,50000000;-;5,00000000;3,33333333;5,00000000;2,50000000;10,00000000;5,00000000;5,00000000;3,33333333
81_90;3,33333333;2,50000000;1,42857143;2,00000000;3,33333333;2,00000000;1,42857143;1,42857143;2,50000000;1,42857143;10,00000000;3,33333333;2,00000000;10,00000000;2,50000000;10,00000000;3,33333333;2,50000000;2,00000000;2,00000000
82_91;5,00000000;2,50000000;2,50000000;3,33333333;5,00000000;2,50000000;2,00000000;3,33333333;5,00000000;2,00000000;2,00000000;2,50000000;1,66666667;2,50000000;3,33333333;1,66666667;2,50000000;2,50000000;1,66666667;5,00000000
83_92;5,00000000;2,00000000;2,50000000;1,66666667;2,00000000;3,33333333;1,66666667;3,33333333;2,00000000;2,50000000;10,00000000;2,00000000;2,50000000;5,00000000;2,50000000;2,00000000;2,00000000;3,33333333;3,33333333;2,50000000
84_93;3,33333333;2,00000000;1,66666667;2,00000000;2,50000000;1,66666667;5,00000000;2,00000000;5,00000000;3,33333333;5,00000000;10,00000000;5,00000000;5,00000000;5,00000000;3,33333333;2,00000000;1,66666667;3,33333333;3,33333333
85_94;2,00000000;10,00000000;2,00000000;2,50000000;5,00000000;2,50000000;2,50000000;5,00000000;1,66666667;2,50000000;2,50000000;5,00000000;5,00000000;5,00000000;2,00000000;5,00000000;3,33333333;5,00000000;3,33333333;5,00000000
86_95;2,50000000;1,66666667;3,33333333;5,00000000;3,33333333;1,66666667;10,00000000;2,00000000;3,33333333;3,33333333;3,33333333;2,50000000;3,33333333;3,33333333;3,33333333;3,33333333;2,50000000;10,00000000;2,50000000;3,33333333
87_96;2,50000000;2,00000000;2,50000000;2,50000000;3,33333333;2,00000000;3,33333333;5,00000000;2,00000000;2,50000000;3,33333333;3,33333333;5,00000000;2,00000000;2,50000000;3,33333333;5,00000000;3,33333333;3,33333333;2,50000000
88_97;2,50000000;2,50000000;3,33333333;3,33333333;3,33333333;2,00000000;2,00000000;1,66666667;3,33333333;1,66666667;10,00000000;3,33333333;3,33333333;10,00000000;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000
89_98;2,50000000;3,33333333;3,33333333;3,33333333;1,66666667;5,00000000;3,33333333;2,50000000;2,00000000;3,33333333;5,00000000;2,00000000;3,33333333;2,50000000;2,00000000;3,33333333;5,00000000;2,50000000;3,33333333;3,33333333
90_99;1,66666667;2,00000000;1,66666667;2,50000000;2,50000000;2,00000000;3,33333333;5,00000000;2,50000000;1,66666667;2,50000000;10,00000000;3,33333333;1,42857143;5,00000000;5,00000000;5,00000000;2,50000000;5,00000000;5,00000000
91_100;1,42857143;2,50000000;2,00000000;1,42857143;1,66666667;1,42857143;1,66666667;2,00000000;2,00000000;2,50000000;2,50000000;2,50000000;5,00000000;3,33333333;2,00000000;1,66666667;10,00000000;2,50000000;5,00000000;3,33333333
92_101;1,66666667;3,33333333;2,00000000;5,00000000;1,66666667;1,66666667;1,66666667;2,00000000;3,33333333;3,33333333;5,00000000;3,33333333;2,00000000;5,00000000;1,66666667;2,50000000;2,50000000;1,66666667;3,33333333;1,66666667
93_102;2,00000000;10,00000000;3,33333333;2,00000000;3,33333333;2,50000000;2,00000000;5,00000000;1,66666667;2,50000000;3,33333333;3,33333333;10,00000000;3,33333333;2,00000000;5,00000000;2,00000000;3,33333333;5,00000000;2,50000000
94_103;2,50000000;1,66666667;2,50000000;10,00000000;3,33333333;2,50000000;3,33333333;2,00000000;2,50000000;3,33333333;2,50000000;10,00000000;2,50000000;3,33333333;5,00000000;10,00000000;2,00000000;10,00000000;5,00000000;2,00000000
95_104;2,50000000;3,33333333;2,50000000;2,00000000;3,33333333;1,66666667;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;5,00000000;2,00000000;2,50000000;5,00000000;5,00000000;3,33333333;5,00000000;2,00000000;2,50000000
96_105;2,50000000;3,33333333;3,33333333;5,00000000;5,00000000;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;10,00000000;3,33333333;2,50000000;5,00000000;2,00000000;2,50000000;1,42857143
97_106;2,50000000;2,00000000;2,50000000;2,50000000;1,42857143;2,50000000;2,50000000;2,50000000;10,00000000;1,66666667;2,50000000;2,00000000;2,00000000;2,50000000;2,50000000;3,33333333;10,00000000;3,33333333;2,00000000;3,33333333
98_107;5,00000000;2,00000000;2,50000000;2,00000000;5,00000000;2,00000000;2,50000000;3,33333333;1,66666667;5,00000000;2,50000000;5,00000000;5,00000000;5,00000000;2,00000000;2,00000000;2,50000000;3,33333333;2,00000000;10,00000000
99_108;5,00000000;1,66666667;10,00000000;1,66666667;2,00000000;2,50000000;2,50000000;2,50000000;3,33333333;3,33333333;2,00000000;5,00000000;2,50000000;5,00000000;5,00000000;2,50000000;2,50000000;2,50000000;3,33333333;10,00000000
100_109;5,00000000;2,50000000;2,00000000;1,42857143;2,50000000;1,25000000;3,33333333;1,66666667;5,00000000;5,00000000;10,00000000;5,00000000;2,00000000;5,00000000;2,50000000;2,00000000;2,50000000;10,00000000;3,33333333;5,00000000
101_110;3,33333333;3,33333333;2,50000000;3,33333333;2,50000000;1,66666667;5,00000000;3,33333333;3,33333333;10,00000000;2,50000000;1,66666667;3,33333333;2,50000000;10,00000000;1,66666667;1,66666667;2,50000000;3,33333333;3,33333333
102_111;10,00000000;3,33333333;3,33333333;3,33333333;3,33333333;5,00000000;2,00000000;3,33333333;2,00000000;1,66666667;2,00000000;3,33333333;3,33333333;1,66666667;5,00000000;5,00000000;2,00000000;1,42857143;5,00000000;2,50000000
103_112;10,00000000;2,00000000;2,00000000;10,00000000;3,33333333;2,50000000;1,25000000;2,00000000;5,00000000;5,00000000;5,00000000;2,00000000;3,33333333;2,00000000;2,50000000;2,00000000;2,50000000;2,00000000;2,00000000;2,50000000
104_113;3,33333333;2,50000000;1,42857143;5,00000000;2,50000000;2,50000000;1,66666667;3,33333333;5,00000000;1,66666667;3,33333333;5,00000000;3,33333333;5,00000000;2,50000000;5,00000000;2,00000000;3,33333333;2,50000000;3,33333333
105_114;10,00000000;2,50000000;3,33333333;1,42857143;2,00000000;3,33333333;3,33333333;1,42857143;3,33333333;2,00000000;3,33333333;5,00000000;5,00000000;5,00000000;2,50000000;5,00000000;5,00000000;-;2,50000000;2,50000000
106_115;2,00000000;2,00000000;10,00000000;3,33333333;2,00000000;1,66666667;10,00000000;2,00000000;3,33333333;2,50000000;5,00000000;2,00000000;3,33333333;5,00000000;2,00000000;2,00000000;5,00000000;3,33333333;1,66666667;2,00000000
107_116;2,00000000;5,00000000;10,00000000;1,66666667;3,33333333;2,00000000;5,00000000;2,00000000;1,66666667;2,50000000;2,00000000;1,66666667;2,00000000;1,66666667;2,00000000;-;1,66666667;3,33333333;5,00000000;5,00000000
108_117;5,00000000;3,33333333;2,50000000;2,50000000;3,33333333;5,00000000;2,00000000;2,50000000;3,33333333;2,00000000;2,50000000;2,50000000;3,33333333;5,00000000;2,00000000;3,33333333;2,50000000;3,33333333;2,00000000;2,00000000
109_118;2,00000000;2,50000000;2,50000000;2,00000000;5,00000000;3,33333333;2,00000000;2,50000000;3,33333333;10,00000000;10,00000000;5,00000000;2,00000000;3,33333333;2,00000000;5,00000000;5,00000000;2,50000000;5,00000000;10,00000000
110_119;5,00000000;2,50000000;3,33333333;2,00000000;2,50000000;2,50000000;3,33333333;1,42857143;2,00000000;2,00000000;5,00000000;2,50000000;2,00000000;10,00000000;3,33333333;-;2,50000000;5,00000000;5,00000000;5,00000000
111_120;2,50000000;3,33333333;2,00000000;1,42857143;5,00000000;2,00000000;2,50000000;3,33333333;2,00000000;2,50000000;3,33333333;2,50000000;3,33333333;2,50000000;2,00000000;1,42857143;10,00000000;5,00000000;2,50000000;5,00000000
