День месяца;День недели;№ Шара;Кол-во выпадений;Шанс (%);Тип
1;четверг;4;1;0,0833;Редкое
1;четверг;10;1;0,0833;Редкое
1;пятница;8;2;0,1667;Частое
1;пятница;19;2;0,1667;Частое
1;пятница;1;1;0,0833;Частое
1;пятница;17;1;0,0833;Частое
1;пятница;3;1;0,0833;Частое
1;пятница;11;1;0,0833;Частое
1;пятница;13;1;0,0833;Частое
1;пятница;9;1;0,0833;Частое
1;пятница;7;1;0,0833;Частое
1;пятница;20;1;0,0833;Частое
1;пятница;8;2;0,1667;Редкое
1;пятница;19;2;0,1667;Редкое
1;пятница;1;1;0,0833;Редкое
1;пятница;17;1;0,0833;Редкое
1;пятница;3;1;0,0833;Редкое
1;пятница;11;1;0,0833;Редкое
1;пятница;13;1;0,0833;Редкое
1;пятница;9;1;0,0833;Редкое
1;пятница;7;1;0,0833;Редкое
1;пятница;20;1;0,0833;Редкое
1;суббота;5;2;0,1667;Частое
1;суббота;12;2;0,1667;Частое
1;суббота;15;2;0,1667;Частое
1;суббота;11;2;0,1667;Частое
1;суббота;7;1;0,0833;Частое
1;суббота;6;1;0,0833;Частое
1;суббота;8;1;0,0833;Частое
1;суббота;10;1;0,0833;Частое
1;суббота;5;2;0,1667;Редкое
1;суббота;12;2;0,1667;Редкое
1;суббота;15;2;0,1667;Редкое
1;суббота;11;2;0,1667;Редкое
1;суббота;7;1;0,0833;Редкое
1;суббота;6;1;0,0833;Редкое
1;суббота;8;1;0,0833;Редкое
1;суббота;10;1;0,0833;Редкое
1;воскресенье;12;3;0,125;Частое
1;воскресенье;16;3;0,125;Частое
1;воскресенье;4;3;0,125;Частое
1;воскресенье;13;3;0,125;Частое
1;воскресенье;14;2;0,0833;Частое
1;воскресенье;8;2;0,0833;Частое
1;воскресенье;11;2;0,0833;Частое
1;воскресенье;18;1;0,0417;Частое
1;воскресенье;15;1;0,0417;Частое
1;воскресенье;1;1;0,0417;Частое
1;воскресенье;13;3;0,125;Редкое
1;воскресенье;14;2;0,0833;Редкое
1;воскресенье;8;2;0,0833;Редкое
1;воскресенье;11;2;0,0833;Редкое
1;воскресенье;18;1;0,0417;Редкое
1;воскресенье;15;1;0,0417;Редкое
1;воскресенье;1;1;0,0417;Редкое
1;воскресенье;2;1;0,0417;Редкое
1;воскресенье;19;1;0,0417;Редкое
1;воскресенье;10;1;0,0417;Редкое
2;понедельник;8;3;0,125;Частое
2;понедельник;18;3;0,125;Частое
2;понедельник;4;3;0,125;Частое
2;понедельник;12;2;0,0833;Частое
2;понедельник;5;2;0,0833;Частое
2;понедельник;14;2;0,0833;Частое
2;понедельник;3;2;0,0833;Частое
2;понедельник;1;2;0,0833;Частое
2;понедельник;11;1;0,0417;Частое
2;понедельник;6;1;0,0417;Частое
2;понедельник;12;2;0,0833;Редкое
2;понедельник;5;2;0,0833;Редкое
2;понедельник;14;2;0,0833;Редкое
2;понедельник;3;2;0,0833;Редкое
2;понедельник;1;2;0,0833;Редкое
2;понедельник;11;1;0,0417;Редкое
2;понедельник;6;1;0,0417;Редкое
2;понедельник;17;1;0,0417;Редкое
2;понедельник;9;1;0,0417;Редкое
2;понедельник;20;1;0,0417;Редкое
2;вторник;19;5;0,119;Частое
2;вторник;15;4;0,0952;Частое
2;вторник;1;4;0,0952;Частое
2;вторник;17;4;0,0952;Частое
2;вторник;16;3;0,0714;Частое
2;вторник;5;3;0,0714;Частое
2;вторник;14;3;0,0714;Частое
2;вторник;4;2;0,0476;Частое
2;вторник;11;2;0,0476;Частое
2;вторник;8;2;0,0476;Частое
2;вторник;11;2;0,0476;Редкое
2;вторник;8;2;0,0476;Редкое
2;вторник;12;2;0,0476;Редкое
2;вторник;6;2;0,0476;Редкое
2;вторник;7;1;0,0238;Редкое
2;вторник;13;1;0,0238;Редкое
2;вторник;2;1;0,0238;Редкое
2;вторник;3;1;0,0238;Редкое
2;вторник;10;1;0,0238;Редкое
2;вторник;18;1;0,0238;Редкое
2;четверг;18;2;0,1667;Частое
2;четверг;9;2;0,1667;Частое
2;четверг;8;1;0,0833;Частое
2;четверг;16;1;0,0833;Частое
2;четверг;4;1;0,0833;Частое
2;четверг;19;1;0,0833;Частое
2;четверг;5;1;0,0833;Частое
2;четверг;7;1;0,0833;Частое
2;четверг;6;1;0,0833;Частое
2;четверг;14;1;0,0833;Частое
2;четверг;18;2;0,1667;Редкое
2;четверг;9;2;0,1667;Редкое
2;четверг;8;1;0,0833;Редкое
2;четверг;16;1;0,0833;Редкое
2;четверг;4;1;0,0833;Редкое
2;четверг;19;1;0,0833;Редкое
2;четверг;5;1;0,0833;Редкое
2;четверг;7;1;0,0833;Редкое
2;четверг;6;1;0,0833;Редкое
2;четверг;14;1;0,0833;Редкое
2;пятница;15;2;0,1667;Частое
2;пятница;2;1;0,0833;Частое
2;пятница;4;1;0,0833;Частое
2;пятница;12;1;0,0833;Частое
2;пятница;16;1;0,0833;Частое
2;пятница;10;1;0,0833;Частое
2;пятница;11;1;0,0833;Частое
2;пятница;19;1;0,0833;Частое
2;пятница;3;1;0,0833;Частое
2;пятница;7;1;0,0833;Частое
2;пятница;2;1;0,0833;Редкое
2;пятница;4;1;0,0833;Редкое
2;пятница;12;1;0,0833;Редкое
2;пятница;16;1;0,0833;Редкое
2;пятница;10;1;0,0833;Редкое
2;пятница;11;1;0,0833;Редкое
2;пятница;19;1;0,0833;Редкое
2;пятница;3;1;0,0833;Редкое
2;пятница;7;1;0,0833;Редкое
2;пятница;13;1;0,0833;Редкое
2;суббота;17;2;0,1667;Частое
2;суббота;15;2;0,1667;Частое
2;суббота;5;1;0,0833;Частое
2;суббота;12;1;0,0833;Частое
2;суббота;1;1;0,0833;Частое
2;суббота;7;1;0,0833;Частое
2;суббота;10;1;0,0833;Частое
2;суббота;20;1;0,0833;Частое
2;суббота;2;1;0,0833;Частое
2;суббота;16;1;0,0833;Частое
2;суббота;17;2;0,1667;Редкое
2;суббота;15;2;0,1667;Редкое
2;суббота;5;1;0,0833;Редкое
2;суббота;12;1;0,0833;Редкое
2;суббота;1;1;0,0833;Редкое
2;суббота;7;1;0,0833;Редкое
2;суббота;10;1;0,0833;Редкое
2;суббота;20;1;0,0833;Редкое
2;суббота;2;1;0,0833;Редкое
2;суббота;16;1;0,0833;Редкое
2;воскресенье;3;2;0,1667;Частое
2;воскресенье;17;2;0,1667;Частое
2;воскресенье;2;2;0,1667;Частое
2;воскресенье;6;1;0,0833;Частое
2;воскресенье;13;1;0,0833;Частое
2;воскресенье;7;1;0,0833;Частое
2;воскресенье;14;1;0,0833;Частое
2;воскресенье;16;1;0,0833;Частое
2;воскресенье;8;1;0,0833;Частое
2;воскресенье;3;2;0,1667;Редкое
2;воскресенье;17;2;0,1667;Редкое
2;воскресенье;2;2;0,1667;Редкое
2;воскресенье;6;1;0,0833;Редкое
2;воскресенье;13;1;0,0833;Редкое
2;воскресенье;7;1;0,0833;Редкое
2;воскресенье;14;1;0,0833;Редкое
2;воскресенье;16;1;0,0833;Редкое
2;воскресенье;8;1;0,0833;Редкое
3;понедельник;4;2;0,1667;Частое
3;понедельник;14;1;0,0833;Частое
3;понедельник;17;1;0,0833;Частое
3;понедельник;2;1;0,0833;Частое
3;понедельник;8;1;0,0833;Частое
3;понедельник;7;1;0,0833;Частое
3;понедельник;11;1;0,0833;Частое
3;понедельник;15;1;0,0833;Частое
3;понедельник;1;1;0,0833;Частое
3;понедельник;10;1;0,0833;Частое
3;понедельник;14;1;0,0833;Редкое
3;понедельник;17;1;0,0833;Редкое
3;понедельник;2;1;0,0833;Редкое
3;понедельник;8;1;0,0833;Редкое
3;понедельник;7;1;0,0833;Редкое
3;понедельник;11;1;0,0833;Редкое
3;понедельник;15;1;0,0833;Редкое
3;понедельник;1;1;0,0833;Редкое
3;понедельник;10;1;0,0833;Редкое
3;понедельник;18;1;0,0833;Редкое
3;вторник;2;4;0,1667;Частое
3;вторник;13;3;0,125;Частое
3;вторник;7;2;0,0833;Частое
3;вторник;20;2;0,0833;Частое
3;вторник;17;2;0,0833;Частое
3;вторник;16;2;0,0833;Частое
3;вторник;1;2;0,0833;Частое
3;вторник;6;2;0,0833;Частое
3;вторник;18;1;0,0417;Частое
3;вторник;15;1;0,0417;Частое
3;вторник;20;2;0,0833;Редкое
3;вторник;17;2;0,0833;Редкое
3;вторник;16;2;0,0833;Редкое
3;вторник;1;2;0,0833;Редкое
3;вторник;6;2;0,0833;Редкое
3;вторник;18;1;0,0417;Редкое
3;вторник;15;1;0,0417;Редкое
3;вторник;11;1;0,0417;Редкое
3;вторник;9;1;0,0417;Редкое
3;вторник;14;1;0,0417;Редкое
3;среда;6;4;0,0952;Частое
3;среда;8;4;0,0952;Частое
3;среда;18;4;0,0952;Частое
3;среда;7;3;0,0714;Частое
3;среда;16;3;0,0714;Частое
3;среда;2;3;0,0714;Частое
3;среда;1;3;0,0714;Частое
3;среда;9;2;0,0476;Частое
3;среда;11;2;0,0476;Частое
3;среда;14;2;0,0476;Частое
3;среда;9;2;0,0476;Редкое
3;среда;11;2;0,0476;Редкое
3;среда;14;2;0,0476;Редкое
3;среда;3;2;0,0476;Редкое
3;среда;15;2;0,0476;Редкое
3;среда;19;2;0,0476;Редкое
3;среда;4;2;0,0476;Редкое
3;среда;17;2;0,0476;Редкое
3;среда;13;1;0,0238;Редкое
3;среда;12;1;0,0238;Редкое
3;пятница;8;4;0,3333;Частое
3;пятница;2;2;0,1667;Частое
3;пятница;16;2;0,1667;Частое
3;пятница;18;2;0,1667;Частое
3;пятница;6;1;0,0833;Частое
3;пятница;15;1;0,0833;Частое
3;пятница;8;4;0,3333;Редкое
3;пятница;2;2;0,1667;Редкое
3;пятница;16;2;0,1667;Редкое
3;пятница;18;2;0,1667;Редкое
3;пятница;6;1;0,0833;Редкое
3;пятница;15;1;0,0833;Редкое
3;суббота;17;3;0,25;Частое
3;суббота;16;2;0,1667;Частое
3;суббота;1;1;0,0833;Частое
3;суббота;6;1;0,0833;Частое
3;суббота;18;1;0,0833;Частое
3;суббота;9;1;0,0833;Частое
3;суббота;15;1;0,0833;Частое
3;суббота;20;1;0,0833;Частое
3;суббота;19;1;0,0833;Частое
3;суббота;17;3;0,25;Редкое
3;суббота;16;2;0,1667;Редкое
3;суббота;1;1;0,0833;Редкое
3;суббота;6;1;0,0833;Редкое
3;суббота;18;1;0,0833;Редкое
3;суббота;9;1;0,0833;Редкое
3;суббота;15;1;0,0833;Редкое
3;суббота;20;1;0,0833;Редкое
3;суббота;19;1;0,0833;Редкое
3;воскресенье;13;2;0,1667;Частое
3;воскресенье;9;1;0,0833;Частое
3;воскресенье;12;1;0,0833;Частое
3;воскресенье;16;1;0,0833;Частое
3;воскресенье;7;1;0,0833;Частое
3;воскресенье;10;1;0,0833;Частое
3;воскресенье;15;1;0,0833;Частое
3;воскресенье;3;1;0,0833;Частое
3;воскресенье;20;1;0,0833;Частое
3;воскресенье;2;1;0,0833;Частое
3;воскресенье;9;1;0,0833;Редкое
3;воскресенье;12;1;0,0833;Редкое
3;воскресенье;16;1;0,0833;Редкое
3;воскресенье;7;1;0,0833;Редкое
3;воскресенье;10;1;0,0833;Редкое
3;воскресенье;15;1;0,0833;Редкое
3;воскресенье;3;1;0,0833;Редкое
3;воскресенье;20;1;0,0833;Редкое
3;воскресенье;2;1;0,0833;Редкое
3;воскресенье;18;1;0,0833;Редкое
4;понедельник;19;2;0,1667;Частое
4;понедельник;2;1;0,0833;Частое
4;понедельник;5;1;0,0833;Частое
4;понедельник;11;1;0,0833;Частое
4;понедельник;15;1;0,0833;Частое
4;понедельник;17;1;0,0833;Частое
4;понедельник;12;1;0,0833;Частое
4;понедельник;16;1;0,0833;Частое
4;понедельник;18;1;0,0833;Частое
4;понедельник;6;1;0,0833;Частое
4;понедельник;2;1;0,0833;Редкое
4;понедельник;5;1;0,0833;Редкое
4;понедельник;11;1;0,0833;Редкое
4;понедельник;15;1;0,0833;Редкое
4;понедельник;17;1;0,0833;Редкое
4;понедельник;12;1;0,0833;Редкое
4;понедельник;16;1;0,0833;Редкое
4;понедельник;18;1;0,0833;Редкое
4;понедельник;6;1;0,0833;Редкое
4;понедельник;9;1;0,0833;Редкое
4;вторник;6;2;0,1667;Частое
4;вторник;18;2;0,1667;Частое
4;вторник;2;1;0,0833;Частое
4;вторник;8;1;0,0833;Частое
4;вторник;14;1;0,0833;Частое
4;вторник;16;1;0,0833;Частое
4;вторник;5;1;0,0833;Частое
4;вторник;17;1;0,0833;Частое
4;вторник;1;1;0,0833;Частое
4;вторник;11;1;0,0833;Частое
4;вторник;6;2;0,1667;Редкое
4;вторник;18;2;0,1667;Редкое
4;вторник;2;1;0,0833;Редкое
4;вторник;8;1;0,0833;Редкое
4;вторник;14;1;0,0833;Редкое
4;вторник;16;1;0,0833;Редкое
4;вторник;5;1;0,0833;Редкое
4;вторник;17;1;0,0833;Редкое
4;вторник;1;1;0,0833;Редкое
4;вторник;11;1;0,0833;Редкое
4;среда;15;3;0,125;Частое
4;среда;7;2;0,0833;Частое
4;среда;20;2;0,0833;Частое
4;среда;2;2;0,0833;Частое
4;среда;8;2;0,0833;Частое
4;среда;14;2;0,0833;Частое
4;среда;6;2;0,0833;Частое
4;среда;1;2;0,0833;Частое
4;среда;18;2;0,0833;Частое
4;среда;11;1;0,0417;Частое
4;среда;8;2;0,0833;Редкое
4;среда;14;2;0,0833;Редкое
4;среда;6;2;0,0833;Редкое
4;среда;1;2;0,0833;Редкое
4;среда;18;2;0,0833;Редкое
4;среда;11;1;0,0417;Редкое
4;среда;4;1;0,0417;Редкое
4;среда;19;1;0,0417;Редкое
4;среда;5;1;0,0417;Редкое
4;среда;9;1;0,0417;Редкое
4;четверг;17;5;0,119;Частое
4;четверг;2;4;0,0952;Частое
4;четверг;10;4;0,0952;Частое
4;четверг;11;4;0,0952;Частое
4;четверг;12;4;0,0952;Частое
4;четверг;14;3;0,0714;Частое
4;четверг;5;3;0,0714;Частое
4;четверг;4;2;0,0476;Частое
4;четверг;9;2;0,0476;Частое
4;четверг;8;2;0,0476;Частое
4;четверг;8;2;0,0476;Редкое
4;четверг;13;1;0,0238;Редкое
4;четверг;19;1;0,0238;Редкое
4;четверг;15;1;0,0238;Редкое
4;четверг;6;1;0,0238;Редкое
4;четверг;18;1;0,0238;Редкое
4;четверг;3;1;0,0238;Редкое
4;четверг;7;1;0,0238;Редкое
4;четверг;20;1;0,0238;Редкое
4;четверг;1;1;0,0238;Редкое
4;суббота;6;2;0,1667;Частое
4;суббота;12;2;0,1667;Частое
4;суббота;10;1;0,0833;Частое
4;суббота;16;1;0,0833;Частое
4;суббота;3;1;0,0833;Частое
4;суббота;7;1;0,0833;Частое
4;суббота;18;1;0,0833;Частое
4;суббота;2;1;0,0833;Частое
4;суббота;5;1;0,0833;Частое
4;суббота;13;1;0,0833;Частое
4;суббота;6;2;0,1667;Редкое
4;суббота;12;2;0,1667;Редкое
4;суббота;10;1;0,0833;Редкое
4;суббота;16;1;0,0833;Редкое
4;суббота;3;1;0,0833;Редкое
4;суббота;7;1;0,0833;Редкое
4;суббота;18;1;0,0833;Редкое
4;суббота;2;1;0,0833;Редкое
4;суббота;5;1;0,0833;Редкое
4;суббота;13;1;0,0833;Редкое
4;воскресенье;2;2;0,1667;Частое
4;воскресенье;9;1;0,0833;Частое
4;воскресенье;10;1;0,0833;Частое
4;воскресенье;5;1;0,0833;Частое
4;воскресенье;17;1;0,0833;Частое
4;воскресенье;3;1;0,0833;Частое
4;воскресенье;11;1;0,0833;Частое
4;воскресенье;12;1;0,0833;Частое
4;воскресенье;4;1;0,0833;Частое
4;воскресенье;6;1;0,0833;Частое
4;воскресенье;9;1;0,0833;Редкое
4;воскресенье;10;1;0,0833;Редкое
4;воскресенье;5;1;0,0833;Редкое
4;воскресенье;17;1;0,0833;Редкое
4;воскресенье;3;1;0,0833;Редкое
4;воскресенье;11;1;0,0833;Редкое
4;воскресенье;12;1;0,0833;Редкое
4;воскресенье;4;1;0,0833;Редкое
4;воскресенье;6;1;0,0833;Редкое
4;воскресенье;16;1;0,0833;Редкое
5;понедельник;8;2;0,1667;Частое
5;понедельник;12;2;0,1667;Частое
5;понедельник;11;2;0,1667;Частое
5;понедельник;14;1;0,0833;Частое
5;понедельник;2;1;0,0833;Частое
5;понедельник;18;1;0,0833;Частое
5;понедельник;5;1;0,0833;Частое
5;понедельник;15;1;0,0833;Частое
5;понедельник;3;1;0,0833;Частое
5;понедельник;8;2;0,1667;Редкое
5;понедельник;12;2;0,1667;Редкое
5;понедельник;11;2;0,1667;Редкое
5;понедельник;14;1;0,0833;Редкое
5;понедельник;2;1;0,0833;Редкое
5;понедельник;18;1;0,0833;Редкое
5;понедельник;5;1;0,0833;Редкое
5;понедельник;15;1;0,0833;Редкое
5;понедельник;3;1;0,0833;Редкое
5;вторник;16;2;0,1667;Частое
5;вторник;15;2;0,1667;Частое
5;вторник;19;2;0,1667;Частое
5;вторник;13;1;0,0833;Частое
5;вторник;18;1;0,0833;Частое
5;вторник;7;1;0,0833;Частое
5;вторник;10;1;0,0833;Частое
5;вторник;5;1;0,0833;Частое
5;вторник;6;1;0,0833;Частое
5;вторник;16;2;0,1667;Редкое
5;вторник;15;2;0,1667;Редкое
5;вторник;19;2;0,1667;Редкое
5;вторник;13;1;0,0833;Редкое
5;вторник;18;1;0,0833;Редкое
5;вторник;7;1;0,0833;Редкое
5;вторник;10;1;0,0833;Редкое
5;вторник;5;1;0,0833;Редкое
5;вторник;6;1;0,0833;Редкое
5;среда;4;2;0,1667;Частое
5;среда;10;2;0,1667;Частое
5;среда;16;2;0,1667;Частое
5;среда;2;1;0,0833;Частое
5;среда;3;1;0,0833;Частое
5;среда;17;1;0,0833;Частое
5;среда;18;1;0,0833;Частое
5;среда;6;1;0,0833;Частое
5;среда;11;1;0,0833;Частое
5;среда;4;2;0,1667;Редкое
5;среда;10;2;0,1667;Редкое
5;среда;16;2;0,1667;Редкое
5;среда;2;1;0,0833;Редкое
5;среда;3;1;0,0833;Редкое
5;среда;17;1;0,0833;Редкое
5;среда;18;1;0,0833;Редкое
5;среда;6;1;0,0833;Редкое
5;среда;11;1;0,0833;Редкое
5;четверг;16;6;0,25;Частое
5;четверг;9;2;0,0833;Частое
5;четверг;4;2;0,0833;Частое
5;четверг;8;2;0,0833;Частое
5;четверг;12;1;0,0417;Частое
5;четверг;10;1;0,0417;Частое
5;четверг;19;1;0,0417;Частое
5;четверг;1;1;0,0417;Частое
5;четверг;14;1;0,0417;Частое
5;четверг;7;1;0,0417;Частое
5;четверг;19;1;0,0417;Редкое
5;четверг;1;1;0,0417;Редкое
5;четверг;14;1;0,0417;Редкое
5;четверг;7;1;0,0417;Редкое
5;четверг;13;1;0,0417;Редкое
5;четверг;20;1;0,0417;Редкое
5;четверг;11;1;0,0417;Редкое
5;четверг;17;1;0,0417;Редкое
5;четверг;2;1;0,0417;Редкое
5;четверг;6;1;0,0417;Редкое
5;пятница;8;6;0,1429;Частое
5;пятница;18;5;0,119;Частое
5;пятница;12;4;0,0952;Частое
5;пятница;1;3;0,0714;Частое
5;пятница;2;3;0,0714;Частое
5;пятница;4;3;0,0714;Частое
5;пятница;19;2;0,0476;Частое
5;пятница;5;2;0,0476;Частое
5;пятница;10;2;0,0476;Частое
5;пятница;20;2;0,0476;Частое
5;пятница;5;2;0,0476;Редкое
5;пятница;10;2;0,0476;Редкое
5;пятница;20;2;0,0476;Редкое
5;пятница;3;2;0,0476;Редкое
5;пятница;14;2;0,0476;Редкое
5;пятница;16;2;0,0476;Редкое
5;пятница;7;1;0,0238;Редкое
5;пятница;15;1;0,0238;Редкое
5;пятница;6;1;0,0238;Редкое
5;пятница;11;1;0,0238;Редкое
5;воскресенье;5;2;0,1667;Частое
5;воскресенье;14;2;0,1667;Частое
5;воскресенье;20;2;0,1667;Частое
5;воскресенье;8;1;0,0833;Частое
5;воскресенье;13;1;0,0833;Частое
5;воскресенье;7;1;0,0833;Частое
5;воскресенье;4;1;0,0833;Частое
5;воскресенье;17;1;0,0833;Частое
5;воскресенье;12;1;0,0833;Частое
5;воскресенье;5;2;0,1667;Редкое
5;воскресенье;14;2;0,1667;Редкое
5;воскресенье;20;2;0,1667;Редкое
5;воскресенье;8;1;0,0833;Редкое
5;воскресенье;13;1;0,0833;Редкое
5;воскресенье;7;1;0,0833;Редкое
5;воскресенье;4;1;0,0833;Редкое
5;воскресенье;17;1;0,0833;Редкое
5;воскресенье;12;1;0,0833;Редкое
6;понедельник;7;3;0,25;Частое
6;понедельник;3;1;0,0833;Частое
6;понедельник;18;1;0,0833;Частое
6;понедельник;4;1;0,0833;Частое
6;понедельник;12;1;0,0833;Частое
6;понедельник;1;1;0,0833;Частое
6;понедельник;11;1;0,0833;Частое
6;понедельник;15;1;0,0833;Частое
6;понедельник;8;1;0,0833;Частое
6;понедельник;20;1;0,0833;Частое
6;понедельник;7;3;0,25;Редкое
6;понедельник;3;1;0,0833;Редкое
6;понедельник;18;1;0,0833;Редкое
6;понедельник;4;1;0,0833;Редкое
6;понедельник;12;1;0,0833;Редкое
6;понедельник;1;1;0,0833;Редкое
6;понедельник;11;1;0,0833;Редкое
6;понедельник;15;1;0,0833;Редкое
6;понедельник;8;1;0,0833;Редкое
6;понедельник;20;1;0,0833;Редкое
6;вторник;8;2;0,1667;Частое
6;вторник;14;2;0,1667;Частое
6;вторник;2;2;0,1667;Частое
6;вторник;5;1;0,0833;Частое
6;вторник;6;1;0,0833;Частое
6;вторник;13;1;0,0833;Частое
6;вторник;16;1;0,0833;Частое
6;вторник;18;1;0,0833;Частое
6;вторник;3;1;0,0833;Частое
6;вторник;8;2;0,1667;Редкое
6;вторник;14;2;0,1667;Редкое
6;вторник;2;2;0,1667;Редкое
6;вторник;5;1;0,0833;Редкое
6;вторник;6;1;0,0833;Редкое
6;вторник;13;1;0,0833;Редкое
6;вторник;16;1;0,0833;Редкое
6;вторник;18;1;0,0833;Редкое
6;вторник;3;1;0,0833;Редкое
6;среда;7;3;0,25;Частое
6;среда;2;2;0,1667;Частое
6;среда;1;1;0,0833;Частое
6;среда;20;1;0,0833;Частое
6;среда;5;1;0,0833;Частое
6;среда;14;1;0,0833;Частое
6;среда;19;1;0,0833;Частое
6;среда;8;1;0,0833;Частое
6;среда;10;1;0,0833;Частое
6;среда;7;3;0,25;Редкое
6;среда;2;2;0,1667;Редкое
6;среда;1;1;0,0833;Редкое
6;среда;20;1;0,0833;Редкое
6;среда;5;1;0,0833;Редкое
6;среда;14;1;0,0833;Редкое
6;среда;19;1;0,0833;Редкое
6;среда;8;1;0,0833;Редкое
6;среда;10;1;0,0833;Редкое
6;четверг;18;3;0,25;Частое
6;четверг;1;2;0,1667;Частое
6;четверг;19;2;0,1667;Частое
6;четверг;16;1;0,0833;Частое
6;четверг;3;1;0,0833;Частое
6;четверг;10;1;0,0833;Частое
6;четверг;6;1;0,0833;Частое
6;четверг;13;1;0,0833;Частое
6;четверг;18;3;0,25;Редкое
6;четверг;1;2;0,1667;Редкое
6;четверг;19;2;0,1667;Редкое
6;четверг;16;1;0,0833;Редкое
6;четверг;3;1;0,0833;Редкое
6;четверг;10;1;0,0833;Редкое
6;четверг;6;1;0,0833;Редкое
6;четверг;13;1;0,0833;Редкое
6;пятница;9;3;0,125;Частое
6;пятница;1;2;0,0833;Частое
6;пятница;7;2;0,0833;Частое
6;пятница;12;2;0,0833;Частое
6;пятница;2;2;0,0833;Частое
6;пятница;6;2;0,0833;Частое
6;пятница;15;2;0,0833;Частое
6;пятница;3;2;0,0833;Частое
6;пятница;4;1;0,0417;Частое
6;пятница;17;1;0,0417;Частое
6;пятница;6;2;0,0833;Редкое
6;пятница;15;2;0,0833;Редкое
6;пятница;3;2;0,0833;Редкое
6;пятница;4;1;0,0417;Редкое
6;пятница;17;1;0,0417;Редкое
6;пятница;13;1;0,0417;Редкое
6;пятница;8;1;0,0417;Редкое
6;пятница;16;1;0,0417;Редкое
6;пятница;18;1;0,0417;Редкое
6;пятница;5;1;0,0417;Редкое
6;суббота;6;4;0,0952;Частое
6;суббота;17;4;0,0952;Частое
6;суббота;7;4;0,0952;Частое
6;суббота;5;4;0,0952;Частое
6;суббота;4;3;0,0714;Частое
6;суббота;16;3;0,0714;Частое
6;суббота;1;3;0,0714;Частое
6;суббота;18;2;0,0476;Частое
6;суббота;11;2;0,0476;Частое
6;суббота;10;2;0,0476;Частое
6;суббота;11;2;0,0476;Редкое
6;суббота;10;2;0,0476;Редкое
6;суббота;15;2;0,0476;Редкое
6;суббота;3;2;0,0476;Редкое
6;суббота;9;2;0,0476;Редкое
6;суббота;2;1;0,0238;Редкое
6;суббота;13;1;0,0238;Редкое
6;суббота;14;1;0,0238;Редкое
6;суббота;20;1;0,0238;Редкое
6;суббота;19;1;0,0238;Редкое
7;вторник;4;2;0,1667;Частое
7;вторник;12;2;0,1667;Частое
7;вторник;17;2;0,1667;Частое
7;вторник;15;2;0,1667;Частое
7;вторник;18;1;0,0833;Частое
7;вторник;8;1;0,0833;Частое
7;вторник;11;1;0,0833;Частое
7;вторник;20;1;0,0833;Частое
7;вторник;4;2;0,1667;Редкое
7;вторник;12;2;0,1667;Редкое
7;вторник;17;2;0,1667;Редкое
7;вторник;15;2;0,1667;Редкое
7;вторник;18;1;0,0833;Редкое
7;вторник;8;1;0,0833;Редкое
7;вторник;11;1;0,0833;Редкое
7;вторник;20;1;0,0833;Редкое
7;среда;4;2;0,1667;Частое
7;среда;7;2;0,1667;Частое
